Unnamed: 0.2,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
1185,272114,1985-06-04,The History of White People in America,The History of White People in America,The History of White People in America Collection,1137702,922084
1186,439414,1986-01-01,The History of White People in America: Volume II,The History of White People in America: Volume II,The History of White People in America Collection,1137702,177906
1187,279738,1988-08-27,Portrait of a White Marriage,Portrait of a White Marriage,The History of White People in America Collection,1137702,75227639
1188,39829,1973-03-07,The Six Million Dollar Man,The Six Million Dollar Man,The Six Million Dollar Man Movie Collection,384040,30979
1189,164691,1973-10-20,"The Six Million Dollar Man: Wine, Women and War","The Six Million Dollar Man: Wine, Women and War",The Six Million Dollar Man Movie Collection,384040,30979
1190,10344,1989-02-10,The Fly II,The Fly II,The Fly (1986) Collection,109609,213270
1191,581750,,Untitled The Fly Film,Untitled The Fly Film,The Fly (1986) Collection,109609,47200019
1192,106230,2000-03-04,สตรีเหล็ก,The Iron Ladies,The Iron Ladies Collection,638002,6770626
1193,148227,2003-03-07,สตรีเหล็ก 2,The Iron Ladies 2,The Iron Ladies Collection,638002,5109880
1194,18220,1996-01-16,Poison Ivy 2: Lily,Poison Ivy 2: Lily,Poison Ivy Collection,48188,2810331
1195,18222,1997-05-20,Poison Ivy: The New Seduction,Poison Ivy: The New Seduction,Poison Ivy Collection,48188,5107779
1196,48193,1987-01-09,Ator il guerriero di ferro,Iron Warrior,Ator Collection,48194,13387891
1197,5086,1990-08-29,Quest for the Mighty Sword,Ator IV: The Hobgoblin,Ator Collection,48194,2879702
1198,42025,1986-06-21,プロジェクトA子,Project A-Ko,Project A-Ko,859206,254149
1199,134830,1988-06-20,プロジェクト A子3 - シンデレラ・ラプソディ,Project A-Ko 3: Cinderella Rhapsody,Project A-Ko,859206,4721500
1200,134831,1989-10-06,プロジェクトA子 - 完結篇,Project A-Ko 4: Final,Project A-Ko,859206,4721525
1201,134828,1987-05-21,プロジェクトA子2 - 大徳寺財閥の陰謀,Project A-Ko 2: Plot of the Daitokuji Financial Group,Project A-Ko,859206,4721486
1202,92371,1992-07-02,Project: Shadowchaser,Project: Shadowchaser,Project Shadowchaser Collection,721992,24954243
1203,207641,1994-05-14,Project Shadowchaser II,Project Shadowchaser II,Project Shadowchaser Collection,721992,24962407
1204,36258,1997-04-22,Orion's Key,Orion's Key,Project Shadowchaser Collection,721992,5733528
1205,24020,1999-07-24,Johnny Tsunami,Johnny Tsunami,Johnny Tsunami Collection,394316,2867481
1206,62527,2007-11-17,Johnny Kapahala: Back on Board,Johnny Kapahala: Back on Board,Johnny Tsunami Collection,394316,8899981
1207,42476,1972-06-23,Ben,Ben,Willard Collection,375886,2413574
1208,42532,1971-07-30,Willard,Willard,Willard Collection,375886,1693762
1209,207508,1971-07-29,Blutjunge Verführerinnen,The Young Seducers,The Young Seducers Collection,595022,74612498
1210,265188,1972-03-17,Blutjunge Verführerinnen 2,The Young Seducers 2,The Young Seducers Collection,595022,461335
1211,173740,1972-12-29,Blutjunge Verführerinnen 3. Teil,The Calendar Girls,The Young Seducers Collection,595022,101899
1212,42537,1928-10-06,The Wedding March,The Wedding March,Prince Nicki Collection,1252431,3656567
1213,912596,1929-12-31,The Honeymoon,The Honeymoon,Prince Nicki Collection,1252431,177736
1214,24929,1988-01-15,Return of the Living Dead Part II,Return of the Living Dead Part II,Return of the Living Dead Collection,101471,2263255
1215,28260,1993-10-01,Return of the Living Dead III,Return of the Living Dead III,Return of the Living Dead Collection,101471,30854893
1216,24935,2005-10-15,Return of the Living Dead: Necropolis,Return of the Living Dead: Necropolis,Return of the Living Dead Collection,101471,5651517
1217,24939,2005-10-15,Return of the Living Dead: Rave to the Grave,Return of the Living Dead: Rave to the Grave,Return of the Living Dead Collection,101471,5651515
1218,10808,2001-06-22,Dr. Dolittle 2,Dr. Dolittle 2,Dr. Dolittle Collection,3169,735291
1219,18843,2006-04-25,Dr. Dolittle 3,Dr. Dolittle 3,Dr. Dolittle Collection,3169,3520781
1220,27996,2008-03-04,Dr. Dolittle: Tail to the Chief,Dr. Dolittle: Tail to the Chief,Dr. Dolittle Collection,3169,14617763
1221,355185,2001-09-21,Family 2,Family 2,Takashi Miike's Family saga,474219,248222
1222,115213,2001-03-10,Family,Family,Takashi Miike's Family saga,474219,9281223
1223,9086,1990-08-01,Young Guns II,Young Guns II,Young Guns Collection,9329,2411131
1224,11967,1988-02-17,Young Guns,Young Guns,Young Guns Collection,9329,673694
1225,931598,,Guns III - Alias: Billy the Kid,Guns III - Alias: Billy the Kid,Young Guns Collection,9329,4440277
1226,9336,1984-03-22,Police Academy,Police Academy,Police Academy Collection,9338,6043780
1227,10157,1985-03-28,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,Police Academy Collection,9338,1107070
1228,10587,1987-04-02,Police Academy 4: Citizens on Patrol,Police Academy 4: Citizens on Patrol,Police Academy Collection,9338,171293
1229,11546,1994-06-09,Police Academy: Mission to Moscow,Police Academy: Mission to Moscow,Police Academy Collection,9338,6043918
1230,11825,1988-03-17,Police Academy 5: Assignment Miami Beach,Police Academy 5: Assignment Miami Beach,Police Academy Collection,9338,1680034
1231,11895,1989-03-09,Police Academy 6: City Under Siege,Police Academy 6: City Under Siege,Police Academy Collection,9338,6043815
1232,12118,1986-03-20,Police Academy 3: Back in Training,Police Academy 3: Back in Training,Police Academy Collection,9338,3511253
1233,1103,1981-05-23,Escape from New York,Escape from New York,Escape From ... Collection,115838,20231895
1234,10061,1996-08-09,Escape from L.A.,Escape from L.A.,Escape From ... Collection,115838,52500900
1235,34783,1959-08-18,I'm All Right Jack,I'm All Right Jack,Stanley Windrush Collection,1000578,1239956
1236,16780,1995-09-22,The Return of the Texas Chainsaw Massacre,The Return of the Texas Chainsaw Massacre,Texas Chainsaw Massacre Collection,111751,2742915
1237,76617,2013-01-03,Texas Chainsaw 3D,Texas Chainsaw 3D,Texas Chainsaw Massacre Collection,111751,32291194
1238,632727,2022-02-18,Texas Chainsaw Massacre,Texas Chainsaw Massacre,Texas Chainsaw Massacre Collection,111751,65625588
1239,10252,2005-05-01,Animal,Animal,Animal Collection,384142,7192381
1240,7227,1977-03-11,Airport '77,Airport '77,Airport Collection,33938,1076567
1241,10671,1970-03-25,Airport,Airport,Airport Collection,33938,99459
1242,27932,1974-10-18,Airport 1975,Airport 1975,Airport Collection,33938,171671
1243,8374,1999-01-22,The Boondock Saints,The Boondock Saints,The Boondock Saints Collection,87186,517376
1244,22821,2009-11-24,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,The Boondock Saints Collection,87186,21052275
1245,893060,,The Boondock Saints III,The Boondock Saints III,The Boondock Saints Collection,87186,7424861
1247,1696,2005-07-22,The Devil's Rejects,The Devil's Rejects,Firefly Collection,105625,2063141
1248,489064,2019-09-16,3 from Hell,3 from Hell,Firefly Collection,105625,57016199
1249,79547,1964-06-24,Flipper's New Adventure,Flipper's New Adventure,Flipper Collection,1205405,3868326
1250,11229,1996-08-23,Freeway,Freeway,Freeway Collection,355490,854942
1251,39927,2000-05-13,Freeway II: Confessions of a Trickbaby,Freeway II: Confessions of a Trickbaby,Freeway Collection,355490,22141604
1252,33057,1973-12-20,Alvin Purple,Alvin Purple,Alvin Purple Collection,418980,2279223
1253,35000,1974-12-16,Alvin Rides Again,Alvin Rides Again,Alvin Purple Collection,418980,3837
1254,20737,1997-08-01,Air Bud,Air Bud,Air Bud Collection,97445,1204611
1255,21661,1998-08-14,Air Bud: Golden Receiver,Air Bud: Golden Receiver,Air Bud Collection,97445,5012787
1256,20755,2001-09-16,Air Bud: World Pup,Air Bud: World Pup,Air Bud Collection,97445,38010940
1257,21518,2002-06-18,Air Bud: Seventh Inning Fetch,Air Bud: Seventh Inning Fetch,Air Bud Collection,97445,5026667
1258,11059,2003-04-11,House of the Dead,House of the Dead,House of the Dead Collection,117927,3238135
1259,10545,1996-06-21,The Hunchback of Notre Dame,The Hunchback of Notre Dame,The Hunchback of Notre Dame Collection,97456,402866
1260,9326,1984-03-30,Romancing the Stone,Romancing the Stone,Romancing the Stone Collection,89264,171620
1261,10303,1985-08-01,The Jewel of the Nile,The Jewel of the Nile,Romancing the Stone Collection,89264,2871613
1262,9325,1967-10-18,The Jungle Book,The Jungle Book,The Jungle Book Collection,97459,680006
1263,14873,2003-02-07,The Jungle Book 2,The Jungle Book 2,The Jungle Book Collection,97459,725817
1264,13965,1988-03-24,The Man From Snowy River II,The Man From Snowy River II,The Man From Snowy River Collection,89272,4193180
1265,2671,1998-01-31,リング,Ring,Ring Collection,93369,180785
1266,9674,2000-01-22,リング０　バースデイ,Ring 0,Ring Collection,93369,1094721
1267,9669,1999-01-23,リング 2,Ring 2,Ring Collection,93369,2704374
1268,9706,1998-01-31,らせん,The Spiral,Ring Collection,93369,180785
1269,382602,2016-06-18,貞子vs伽椰子,Sadako vs. Kayako,Ring Collection,93369,49540032
1270,583132,2019-05-24,貞子,Sadako,Ring Collection,93369,64386994
1271,382517,2015-12-18,Open Season: Scared Silly,Open Season: Scared Silly,Open Season Collection,66761,46944009
1272,30566,1972-08-25,Blacula,Blacula,Blacula Collection,201930,2368143
1273,42466,1973-06-27,Scream Blacula Scream,Scream Blacula Scream,Blacula Collection,201930,6021280
1274,3170,1942-02-11,Bambi,Bambi,Bambi Collection,87250,683122
1275,13205,2006-01-26,Bambi II,Bambi II,Bambi Collection,87250,2877925
1276,27850,1998-11-10,Halloweentown,Halloweentown,Halloweentown Collection,87252,17002077
1277,34560,2004-10-08,Halloweentown High,Halloweentown High,Halloweentown Collection,87252,2931530
1278,34204,2006-10-20,Return to Halloweentown,Return to Halloweentown,Halloweentown Collection,87252,12386447
1279,671,2001-11-16,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,Harry Potter Collection,1241,667361
1280,672,2002-11-13,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,Harry Potter Collection,1241,667368
1281,674,2005-11-16,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,Harry Potter Collection,1241,667372
1282,673,2004-05-31,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,Harry Potter Collection,1241,667371
1283,12444,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,Harry Potter Collection,1241,9834441
1284,12445,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,Harry Potter Collection,1241,31941988
1285,9456,2000-01-23,The Crow: Salvation,The Crow: Salvation,The Crow Collection,9436,877225
1286,9495,1994-05-11,The Crow,The Crow,The Crow Collection,9436,406339
1287,16456,2005-05-04,The Crow: Wicked Prayer,The Crow: Wicked Prayer,The Crow Collection,9436,2378072
1288,10775,2002-12-12,無間道,Infernal Affairs,Infernal Affairs Collection,58588,34464732
1289,11647,2003-10-01,無間道II,Infernal Affairs II,Infernal Affairs Collection,58588,34464732
1290,14310,2003-12-12,無間道III: 終極無間,Infernal Affairs III,Infernal Affairs Collection,58588,34464732
1291,948,1978-10-24,Halloween,Halloween,Halloween Collection,91361,20179415
1292,11281,1981-10-30,Halloween II,Halloween II,Halloween Collection,91361,2002104
1293,10676,1982-10-22,Halloween III: Season of the Witch,Halloween III: Season of the Witch,Halloween Collection,91361,52366777
1294,11357,1988-10-21,Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,Halloween Collection,91361,2002258
1295,11361,1989-10-12,Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,Halloween Collection,91361,2002320
1296,11675,1998-08-05,Halloween H20: 20 Years Later,Halloween H20: 20 Years Later,Halloween Collection,91361,957928
1297,11442,2002-07-01,Halloween: Resurrection,Halloween: Resurrection,Halloween Collection,91361,1612686
1298,424139,2018-10-18,Halloween,Halloween,Halloween Collection,91361,53191977
1299,610253,2021-10-14,Halloween Kills,Halloween Kills,Halloween Collection,91361,67355394
1300,616820,2022-10-12,Halloween Ends,Halloween Ends,Halloween Collection,91361,72187091
1301,1948,2006-08-31,Crank,Crank,Crank Collection,64751,5930667
1302,15092,2009-04-16,Crank: High Voltage,Crank: High Voltage,Crank Collection,64751,14708304
1303,28851,1987-12-02,Video Violence,Video Violence,Video Violence Collection,779505,7668793
1304,29345,1989-01-20,The Terror Within,The Terror Within,Terror Within Collection,744694,11680456
1305,119353,1991-01-18,The Terror Within II,The Terror Within II,Terror Within Collection,744694,24954740
1306,25164,1983-04-01,Screwballs,Screwballs,Screwballs Collection,181502,36217614
1307,44191,1985-08-01,Loose Screws,Loose Screws,Screwballs Collection,181502,6148491
1308,104413,1988-12-01,Screwball Hotel,Screwball Hotel,Screwballs Collection,181502,13821917
1309,10228,1998-07-18,劇場版ポケットモンスター ミュウツーの逆襲,Pokémon: The First Movie,Pokémon Collection,34055,2646730
1310,29095,1988-06-17,Waxwork,Waxwork,Waxwork Collection,126220,7292022
1311,28762,1992-05-11,Waxwork II: Lost in Time,Waxwork II: Lost in Time,Waxwork Collection,126220,7370905
1312,82731,1921-08-28,The Three Musketeers,The Three Musketeers,The Three Musketeers (Silent era),707853,905409
1313,79761,1929-02-21,The Iron Mask,The Iron Mask,The Three Musketeers (Silent era),707853,2376252
1314,14212,2008-09-30,Pulse 2: Afterlife,Pulse 2: Afterlife,Pulse Collection,124188,22243471
1315,14255,2008-12-23,Pulse 3,Pulse 3,Pulse Collection,124188,11541829
1316,9682,2006-08-11,Pulse,Pulse,Pulse Collection,124188,2903396
1317,45437,1991-08-17,黑貓,Black Cat,Black Cat Collection,875806,35622654
1318,172680,1992-10-01,黑貓II：刺殺葉利欽,Black Cat II,Black Cat Collection,875806,171581
1319,12089,1972-12-06,Le Grand Blond avec une chaussure noire,The Tall Blond Man with One Black Shoe,The Tall Blond Man Collection,105764,9994307
1320,10939,1974-11-12,Le Retour du Grand Blond,The Return of the Tall Blond Man with One Black Shoe,The Tall Blond Man Collection,105764,9995174
1321,34584,1984-04-06,Die unendliche Geschichte,The NeverEnding Story,The Neverending Story Collection,91430,2829485
1322,27793,1994-10-26,The NeverEnding Story III,The NeverEnding Story III,The Neverending Story Collection,91430,51486672
1323,186383,1988-10-08,きまぐれオレンジ★ロード　あの日にかえりたい,Kimagure Orange Road: I Want to Return to That Day,Kimagure Orange☆Road Collection,693543,10795923
1324,405309,1985-11-23,きまぐれオレンジ☆ロード 少年ジャンプ・スペシャル,Kimagure Orange Road: Shonen Jump Special,Kimagure Orange☆Road Collection,693543,23923214
1325,3035,1931-11-21,Frankenstein,Frankenstein,Frankenstein (Universal) Collection,218406,73488
1326,229,1935-04-20,Bride of Frankenstein,Bride of Frankenstein,Frankenstein (Universal) Collection,218406,73375
1327,3077,1939-01-13,Son of Frankenstein,Son of Frankenstein,Frankenstein (Universal) Collection,218406,2206376
1328,3074,1942-03-13,The Ghost of Frankenstein,The Ghost of Frankenstein,Frankenstein (Universal) Collection,218406,3302699
1329,48635,2004-07-23,Isi/Disi - Amor a lo bestia,Isi/Disi - Amor a lo bestia,Isi/Disi Collection,277798,74448067
1330,95932,2006-12-01,Isi & Disi: alto voltaje,Isi & Disi: alto voltaje,Isi/Disi Collection,277798,14707415
1331,21707,2001-04-19,조폭마누라,My Wife Is a Gangster,My Wife is a Gangster Collection,101676,3754368
1332,21708,2003-09-05,조폭 마누라 2: 돌아온 전설,My Wife Is A Gangster 2,My Wife is a Gangster Collection,101676,4186543
1333,4108,2002-10-02,The Transporter,The Transporter,The Transporter Collection,9518,972958
1334,13387,2008-11-26,Transporter 3,Transporter 3,The Transporter Collection,9518,15968423
1335,9335,2005-08-03,Transporter 2,Transporter 2,The Transporter Collection,9518,2409484
1336,24831,1978-08-03,Piranha,Piranha,Piranha Collection,212279,3153784
1337,31646,1982-08-14,Piranha II: The Spawning,Piranha II: The Spawning,Piranha Collection,212279,3766451
1338,178537,2008-07-09,ゲゲゲの鬼太郎 千年呪い歌,Kitaro and the Millennium Curse,Kitaro Collection,1008952,24653
1339,555670,1983-12-11,Следствие ведут Колобки. Следствие первое,Investigation Held by Kolobki. The First Investigation,Investigation Held by Kolobki Collection,1113407,1060946
1341,1113523,1986-12-28,Следствие ведут Колобки. Часть 1,Investigation Held by Kolobki. Part 1,Investigation Held by Kolobki Collection,1113407,317158
1342,1113579,1987-01-04,Следствие ведут Колобки. Часть 2,Investigation Held by Kolobki. Part 2,Investigation Held by Kolobki Collection,1113407,1060946
