,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,collection,collection_id
3129,570240,/m/02r3tq,All Monsters Attack,1969-12-20,,70.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0h9qh"": ""Monster""}",1604,39462,1969-12-20,ゴジラ・ミニラ・ガバラ オール怪獣大進撃,All Monsters Attack,Godzilla (Showa) Collection,374509
3132,11351598,/m/02r8lxn,Sherlock Holmes Faces Death,1943-09-17,,68.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",1293,50553,1943-09-17,Sherlock Holmes Faces Death,Sherlock Holmes Faces Death,Sherlock Holmes (Basil Rathbone) Collection,478628
3163,4345625,/m/0by91_,Pocahontas II: Journey to a New World,1998-08-04,,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/04rlf"": ""Music"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",990,13761,1998-08-04,Pocahontas II: Journey to a New World,Pocahontas II: Journey to a New World,Pocahontas Collection,136214
3347,5150937,/m/0d53kr,Cinderella III: A Twist in Time,2007-02-06,,74.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/095bb"": ""Animated cartoon"", ""/m/0hqxf"": ""Family Film"", ""/m/02l7c8"": ""Romance Film""}",61,16119,2007-02-06,Cinderella III: A Twist in Time,Cinderella III: A Twist in Time,Cinderella Collection,55419
3358,1749093,/m/05sxr_,Tarzan,1999-06-17,448191819.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/04xvh5"": ""Costume drama"", ""/m/0hcr"": ""Animation"", ""/m/07s9rl0"": ""Drama"", ""/m/095bb"": ""Animated cartoon"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film""}",215,37135,1999-06-18,Tarzan,Tarzan,Tarzan (Animation) Collection,106768
3583,24937614,/m/09gdj6s,Nemesis 4: Death Angel,1996,,65.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",166,60173,1996-12-23,Nemesis 4: Death Angel,Nemesis 4: Death Angel,Nemesis Collection,286948
3589,6608572,/m/0gdmjh,Les Bronzés,1978-11-22,,105.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/05p553"": ""Comedy film"", ""/m/02nxfrh"": ""Adult""}",1488,11183,1978-11-11,Les Bronzés,French Fried Vacation,French Fried Vacation,52835
3601,22084176,/m/05pbzj8,Kandahar,2010-12-16,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",1808,234631,2010-12-16,കാണ്ഡഹാർ,Kandahar,Major Mahadevan Collection,415712
3704,2810331,/m/0844xc,Poison Ivy II: Lily,1996,,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02js9"": ""Erotica""}",1014,18220,1996-01-16,Poison Ivy 2: Lily,Poison Ivy 2: Lily,Poison Ivy Collection,48188
3840,541642,/m/02n72k,Octopussy,1983-06-06,187500000.0,131.0,"{""/m/06b_j"": ""Russian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",621,700,1983-06-05,Octopussy,Octopussy,James Bond Collection,645
3907,201448,/m/01cm8w,The Rescuers,1977-06-22,71215869.0,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02xh1"": ""Film noir""}",570,11319,1977-06-22,The Rescuers,The Rescuers,The Rescuers Collection,57971
3974,9822793,/m/02pt7wb,Death Wish,1974-07-24,22000000.0,93.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",28,13939,1974-07-24,Death Wish,Death Wish,Death Wish Collection,14377
4110,27265073,/m/0bwkyn3,Ghost Punting,1992,,94.0,"{""/m/0459q4"": ""Standard Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/0gw5qqq"": ""Chinese Movies""}",1278,63032,1992-02-01,五福星撞鬼,Ghost Punting,Lucky Stars Collection,300431
4513,6021280,/m/0fkzvz,Scream Blacula Scream,1973-06-27,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/018td"": ""Blaxploitation"", ""/m/03npn"": ""Horror""}",1123,42466,1973-06-27,Scream Blacula Scream,Scream Blacula Scream,Blacula Collection,201930
4657,6492614,/m/0g7g1t,The Odd Couple,1968-05-02,44527234.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation""}",734,11356,1968-05-16,The Odd Couple,The Odd Couple,The Odd Couple Collection,221966
4766,9994307,/m/02pz565,The Tall Blond Man with One Black Shoe,1972,,90.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/01z4y"": ""Comedy""}",1180,12089,1972-12-06,Le Grand Blond avec une chaussure noire,The Tall Blond Man with One Black Shoe,The Tall Blond Man Collection,105764
4766,9994307,/m/02pz565,The Tall Blond Man with One Black Shoe,1972,,90.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/01z4y"": ""Comedy""}",1181,10939,1974-11-12,Le Retour du Grand Blond,The Return of the Tall Blond Man with One Black Shoe,The Tall Blond Man Collection,105764
4801,347235,/m/01yvmf,Wes Craven's New Nightmare,1994-08,18090181.0,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",372,11596,1994-10-13,New Nightmare,New Nightmare,A Nightmare on Elm Street Collection,8581
5015,16072264,/m/03qn9px,Chained Heat,1983-05-27,6149983.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/082fr"": ""West Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/05r6jc"": ""Women in prison films"", ""/m/06b0n3"": ""Sexploitation""}",441,18406,1983-05-27,Chained Heat,Chained Heat,Chained Heat Collection,643572
5015,16072264,/m/03qn9px,Chained Heat,1983-05-27,6149983.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/082fr"": ""West Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/05r6jc"": ""Women in prison films"", ""/m/06b0n3"": ""Sexploitation""}",442,52315,1993-08-25,Chained Heat 2,Chained Heat 2,Chained Heat Collection,643572
5025,35668122,/m/0jkvpm4,Love's Christmas Journey,2011-11-05,,240.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",1516,87313,2011-11-05,Love's Christmas Journey,Love's Christmas Journey,Love Comes Softly Collection,97919
5066,1632587,/m/05j6ln,The Bad News Bears in Breaking Training,1977-07-08,,99.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/018jz"": ""Baseball""}",223,19050,1977-07-08,The Bad News Bears in Breaking Training,The Bad News Bears in Breaking Training,The Bad News Bears Collection,215326
5077,945305,/m/03s6l2,Confessions of a Dangerous Mind,2002-12-31,33013805.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/017fp"": ""Biography"", ""/m/05p553"": ""Comedy film"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/03bxz7"": ""Biographical film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film""}",444,201178,1998-10-07,Dark Confessions,Dark Confessions,Chained Heat Collection,643572
5098,12361350,/m/02w10lc,Francis,1950,2900000.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/082gq"": ""War film""}",858,43387,1950-02-08,Francis,Francis,Francis the Talking Mule Collection,693136
5127,25542820,/m/09rs3bw,Mano Po 4: Ako Legal Wife,2005,,87.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/01c44b"": ""Min Nan"", ""/m/01jb8r"": ""Filipino language""}","{""/m/05v8c"": ""Philippines""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0gxblw4"": ""Filipino Movies""}",1467,310647,2005-12-25,Mano Po 4: Ako Legal Wife,Mano Po 4: Ako Legal Wife,Mano Po Collection,527954
5292,2368143,/m/076_1m,Blacula,1972-08-25,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/018td"": ""Blaxploitation"", ""/m/03npn"": ""Horror""}",1122,30566,1972-08-25,Blacula,Blacula,Blacula Collection,201930
5731,3520781,/m/09j3_r,Dr. Dolittle 3,2006,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy""}",1047,18843,2006-04-25,Dr. Dolittle 3,Dr. Dolittle 3,Dr. Dolittle Collection,3169
5901,2159529,/m/06r71t,Airport 1975,1974-10-18,47285152.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01drsx"": ""Disaster"", ""/m/02kdv5l"": ""Action"", ""/m/01xpvb7"": ""Airplanes and airports""}",1077,27932,1974-10-18,Airport 1975,Airport 1975,Airport Collection,33938
5936,2867481,/m/087w6_,Johnny Tsunami,1999-07-24,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3myq"": ""Children's/Family""}",1031,24020,1999-07-24,Johnny Tsunami,Johnny Tsunami,Johnny Tsunami Collection,394316
5946,3238135,/m/090glv,House of the Dead,2003-10-10,13818181.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action"", ""/m/02b5_l"": ""Teen""}",1100,11059,2003-04-11,House of the Dead,House of the Dead,House of the Dead Collection,117927
5955,50957,/m/0dfw0,Star Wars Episode II: Attack of the Clones,2002-05-16,649398328.0,142.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/070yc"": ""Space opera"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/01xpr_s"": ""Movies About Gladiators"", ""/m/0hqxf"": ""Family Film""}",7,1894,2002-05-15,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,Star Wars Collection,10
5955,50957,/m/0dfw0,Star Wars Episode II: Attack of the Clones,2002-05-16,649398328.0,142.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/070yc"": ""Space opera"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/01xpr_s"": ""Movies About Gladiators"", ""/m/0hqxf"": ""Family Film""}",1286,113466,2003-08-20,El clon de Hitler,Hitler's Clone,Hitler's Clone Collection,546208
6190,262465,/m/01mypy,Mad Max 2: The Road Warrior,1981-12-24,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/04228s"": ""Road movie"", ""/m/0hc1z"": ""Apocalyptic and post-apocalyptic fiction"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia"", ""/m/03k9fj"": ""Adventure""}",699,8810,1981-12-24,Mad Max 2,Mad Max 2,Mad Max Collection,8945
6384,1519783,/m/057lbk,Fantastic Four,2005-06-29,330579719.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy"", ""/m/04pbhw"": ""Superhero movie""}",1399,9738,2005-06-29,Fantastic Four,Fantastic Four,Fantastic Four Collection,9744
6601,68124,/m/0hv8w,American Graffiti,1973-08-01,140000000.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/09n5t_"": ""Americana"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/02b5_l"": ""Teen"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03pgfj"": ""New Hollywood""}",20,838,1973-08-11,American Graffiti,American Graffiti,American Graffiti Collection,124950
6653,9811711,/m/02pszhh,Weird Woman,1944,,63.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",336,64076,1944-03-01,Weird Woman,Weird Woman,Inner Sanctum Mysteries Collection,1005941
6693,3038038,/m/08md65,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,49369899.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",369,10131,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street Collection,8581
6726,25769021,/m/09v4l2b,The Red Dragon,1946-02-02,,62.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective""}",1800,38466,1945-08-01,The Red Dragon,The Red Dragon,Charlie Chan (Sidney Toler) Collection,413661
6828,529276,/m/02l_j_,Jaws: The Revenge,1987-07-17,51881013.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/01jfsb"": ""Thriller""}",253,580,1987-07-17,Jaws: The Revenge,Jaws: The Revenge,Jaws Collection,2366
6829,4721525,/m/0ck05x,Project A-ko 4: FINAL,1989-10-07,,,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/05p553"": ""Comedy film"", ""/m/06n90"": ""Science Fiction"", ""/m/0hcr"": ""Animation""}",1023,134831,1989-10-06,プロジェクトA子 - 完結篇,Project A-Ko 4: Final,Project A-Ko,859206
6874,2055366,/m/06hysr,Dracula's Daughter,1936-05-11,,70.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",319,22440,1936-05-11,Dracula's Daughter,Dracula's Daughter,Dracula (Universal) Collection,221539
6904,1076567,/m/043wvb,Airport '77,1977-03-11,30000000.0,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/01drsx"": ""Disaster"", ""/m/02kdv5l"": ""Action"", ""/m/01xpvb7"": ""Airplanes and airports""}",1075,7227,1977-03-11,Airport '77,Airport '77,Airport Collection,33938
6908,430216,/m/027l77,Faces of Death,1978,35000000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",918,12237,1978-11-10,Faces of Death,Faces of Death,Faces of Death Collection,97237
6908,430216,/m/027l77,Faces of Death,1978,35000000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",919,15900,1981-05-01,Faces of Death II,Faces of Death II,Faces of Death Collection,97237
6908,430216,/m/027l77,Faces of Death,1978,35000000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",920,15901,1985-03-10,Faces of Death III,Faces of Death III,Faces of Death Collection,97237
6908,430216,/m/027l77,Faces of Death,1978,35000000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",921,15902,1990-11-28,Faces of Death IV,Faces of Death IV,Faces of Death Collection,97237
6908,430216,/m/027l77,Faces of Death,1978,35000000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",922,15903,1995-10-10,Faces of Death V,Faces of Death V,Faces of Death Collection,97237
6908,430216,/m/027l77,Faces of Death,1978,35000000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",923,15904,1996-10-04,Faces of Death VI,Faces of Death VI,Faces of Death Collection,97237
6908,430216,/m/027l77,Faces of Death,1978,35000000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",924,97251,1999-01-01,Faces of Death: Fact or Fiction?,Faces of Death: Fact or Fiction?,Faces of Death Collection,97237
6908,430216,/m/027l77,Faces of Death,1978,35000000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jtdp"": ""Documentary""}",926,390540,1987-06-15,The Worst of Faces of Death,The Worst of Faces of Death,Faces of Death Collection,97237
6960,3302848,/m/094d7k,Frankenstein Meets the Wolf Man,1943-03-05,,74.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white""}",917,3076,1943-03-05,Frankenstein Meets the Wolf Man,Frankenstein Meets the Wolf Man,The Wolf Man Collection,259027
